humidity,weathersit,holiday,season,atemp,temperature,hr,total,day,month,year
69,1,0,2,0.6061,0.64,4,7,27,5,2011
46,1,0,2,0.303,0.34,16,167,1,4,2011
44,2,0,3,0.7879,0.86,14,331,3,8,2012
53,1,0,1,0.3333,0.34,0,17,17,2,2011
41,1,0,3,0.7121,0.8,18,419,29,7,2012
60,1,0,4,0.2879,0.24,9,299,29,11,2012
74,1,0,3,0.6364,0.68,7,277,18,7,2011
28,1,0,1,0.4091,0.4,14,134,28,2,2012
70,2,0,4,0.3333,0.32,2,7,15,12,2011
83,1,0,3,0.6061,0.66,19,141,18,8,2011
45,2,0,2,0.5152,0.54,10,90,4,4,2011
62,1,0,1,0.4394,0.44,14,132,17,1,2012
38,1,0,2,0.4242,0.42,23,73,24,4,2012
53,1,0,2,0.6212,0.64,19,390,17,6,2012
65,2,0,4,0.3333,0.3,6,118,20,12,2012
48,1,0,2,0.6818,0.76,20,363,10,6,2012
56,1,0,2,0.5152,0.54,9,178,9,5,2011
82,1,0,1,0.3939,0.38,6,40,23,12,2011
74,1,0,4,0.6212,0.66,17,426,24,9,2011
65,1,0,1,0.2727,0.26,0,11,14,3,2011
66,1,0,2,0.4091,0.4,5,29,10,5,2011
100,2,0,4,0.3636,0.36,21,96,9,12,2012
69,1,0,4,0.2273,0.22,4,6,14,11,2012
84,2,0,3,0.7121,0.72,6,117,21,7,2011
94,1,0,3,0.5909,0.66,7,42,2,9,2012
50,1,0,2,0.3939,0.38,1,27,30,3,2012
73,1,1,4,0.5909,0.6,20,225,10,10,2011
70,1,0,1,0.2727,0.3,7,10,24,12,2011
75,2,0,2,0.2424,0.24,5,5,2,4,2011
65,1,0,4,0.3182,0.28,3,3,14,12,2011
39,3,0,2,0.4848,0.5,8,576,18,4,2012
88,2,0,4,0.4545,0.46,1,8,10,10,2012
25,1,0,1,0.2424,0.26,11,57,15,2,2011
66,1,0,3,0.697,0.74,5,35,6,7,2012
53,1,0,4,0.2879,0.32,3,9,9,11,2012
67,1,0,2,0.4394,0.44,22,143,30,4,2011
23,1,0,2,0.4545,0.46,12,590,7,4,2012
62,2,0,4,0.4394,0.44,5,5,1,10,2011
59,3,0,4,0.4545,0.46,7,398,5,12,2012
45,1,0,3,0.6818,0.76,20,284,2,7,2011
40,2,0,4,0.4091,0.4,14,262,2,11,2012
47,1,1,3,0.803,0.86,20,551,4,7,2012
66,2,0,3,0.7273,0.76,10,127,23,6,2011
70,1,1,1,0.2727,0.26,23,29,26,12,2011
82,2,0,2,0.4848,0.5,14,44,12,4,2011
56,1,0,2,0.6212,0.6,20,297,14,6,2011
46,1,0,2,0.5303,0.56,13,238,19,4,2012
83,1,0,3,0.5758,0.64,4,11,22,6,2011
79,1,0,2,0.697,0.72,23,61,31,5,2011
49,1,0,2,0.2727,0.3,6,80,6,4,2012
30,1,0,1,0.2273,0.24,17,157,3,1,2011
78,1,0,3,0.5909,0.62,0,33,14,9,2011
79,1,0,3,0.6364,0.68,1,28,29,6,2011
74,1,0,3,0.6667,0.7,23,64,21,6,2011
45,1,0,4,0.3333,0.32,11,216,6,11,2012
73,1,0,1,0.5152,0.54,11,219,13,3,2012
33,1,1,4,0.4697,0.48,17,74,24,11,2011
65,1,0,4,0.2424,0.24,23,93,6,12,2012
69,1,0,2,0.6212,0.66,20,279,5,6,2011
59,2,0,2,0.5,0.52,1,9,8,5,2012
57,1,0,1,0.4242,0.42,13,223,1,1,2012
67,2,0,2,0.4697,0.48,6,65,19,4,2011
57,1,0,4,0.3939,0.38,18,272,15,12,2012
57,2,0,3,0.7121,0.76,12,278,30,7,2012
70,3,0,1,0.3333,0.32,10,44,16,2,2012
57,1,0,2,0.6667,0.72,18,706,3,5,2012
25,1,0,2,0.303,0.34,13,104,29,3,2011
52,1,0,3,0.7727,0.82,2,61,23,7,2011
82,3,0,2,0.4848,0.5,3,5,5,6,2012
74,1,0,3,0.697,0.72,8,649,10,7,2012
49,1,0,3,0.7424,0.8,16,327,19,8,2011
88,1,0,1,0.4697,0.48,5,18,1,3,2012
69,2,0,3,0.6061,0.64,23,72,14,9,2011
25,1,0,2,0.3333,0.36,22,93,26,3,2012
77,3,0,4,0.5152,0.54,22,207,1,10,2012
76,1,0,2,0.3939,0.38,23,54,7,4,2011
100,3,0,2,0.2576,0.26,0,6,1,4,2011
67,2,0,4,0.4242,0.42,6,9,20,11,2011
67,1,0,4,0.4242,0.42,8,143,21,10,2012
93,2,0,1,0.2576,0.2,21,79,9,1,2012
48,1,0,2,0.6515,0.7,18,544,3,5,2011
68,1,0,2,0.5,0.52,6,139,8,6,2012
45,2,0,1,0.2879,0.28,11,153,10,2,2012
53,1,0,3,0.9242,0.9,10,115,22,7,2011
43,1,0,3,0.697,0.78,11,128,17,8,2011
75,2,0,1,0.303,0.3,6,10,24,12,2011
34,1,0,1,0.5152,0.54,18,525,1,3,2012
70,1,0,3,0.7273,0.76,21,207,8,7,2012
65,2,0,1,0.2273,0.26,2,1,26,12,2012
84,1,0,3,0.6667,0.7,5,17,4,8,2012
49,1,0,4,0.3485,0.32,10,147,26,11,2012
41,1,0,1,0.2727,0.26,12,138,6,3,2012
77,1,0,4,0.5,0.52,1,23,30,9,2011
75,1,0,1,0.2727,0.3,12,66,25,12,2011
69,1,0,4,0.2121,0.2,7,387,6,11,2012
88,3,0,4,0.5152,0.54,1,16,19,10,2012
78,2,0,3,0.6061,0.66,3,42,6,8,2011
47,1,0,2,0.197,0.2,3,9,26,3,2011
68,2,0,3,0.5303,0.56,21,200,19,9,2011
61,2,0,2,0.6212,0.64,1,96,5,6,2011
93,2,0,1,0.303,0.32,1,9,24,1,2012
65,2,0,3,0.6061,0.64,14,170,15,9,2011
76,2,0,4,0.4091,0.4,12,154,5,12,2011
100,1,0,2,0.4697,0.48,3,4,19,5,2011
75,2,0,1,0.2424,0.24,3,11,5,2,2011
70,1,0,2,0.6818,0.72,9,216,26,5,2011
52,1,0,3,0.7727,0.82,21,333,17,7,2012
65,1,0,3,0.6061,0.64,6,16,12,8,2012
70,1,0,1,0.2727,0.26,10,191,28,1,2012
55,1,0,2,0.7576,0.8,12,237,29,5,2012
73,1,0,4,0.5909,0.62,13,375,19,10,2012
83,1,0,3,0.5758,0.64,6,93,19,8,2011
36,1,0,2,0.4545,0.46,12,307,27,4,2012
64,1,0,3,0.5152,0.54,8,128,16,9,2012
60,1,0,1,0.2424,0.24,3,66,11,3,2012
68,2,0,4,0.5303,0.56,23,105,14,10,2012
43,1,0,3,0.697,0.78,14,447,28,8,2011
66,1,0,3,0.697,0.74,10,123,26,8,2011
70,2,0,4,0.2879,0.26,3,2,15,11,2012
82,2,0,2,0.4242,0.42,4,1,22,3,2011
49,1,0,2,0.6212,0.6,2,10,14,6,2011
37,1,0,1,0.2121,0.2,7,12,29,1,2012
49,1,0,3,0.7424,0.8,14,375,20,8,2011
100,3,0,4,0.4091,0.4,17,52,7,12,2011
94,1,0,1,0.4545,0.46,3,3,1,3,2012
72,1,0,4,0.4394,0.44,19,304,9,11,2011
42,2,0,1,0.2879,0.34,8,501,9,3,2012
93,2,0,4,0.3182,0.28,7,311,7,11,2011
65,1,0,3,0.6515,0.7,21,242,27,6,2011
47,2,0,4,0.6212,0.66,13,266,30,9,2011
100,3,0,1,0.2273,0.22,16,71,5,2,2011
61,1,0,2,0.3182,0.3,1,34,3,4,2011
71,1,0,1,0.3788,0.36,22,63,12,3,2011
83,1,0,4,0.5152,0.54,19,542,25,10,2012
88,1,0,2,0.5,0.52,21,85,18,5,2011
53,1,0,4,0.6212,0.6,14,260,3,12,2012
49,1,0,2,0.5303,0.56,10,298,7,5,2011
37,1,0,4,0.3333,0.36,21,233,8,11,2012
64,1,0,2,0.5152,0.54,5,29,13,6,2011
74,1,0,3,0.7121,0.74,17,489,26,8,2011
55,2,0,2,0.5,0.52,1,64,8,5,2011
45,1,0,1,0.2879,0.28,17,68,24,12,2011
67,1,0,2,0.4545,0.46,16,142,13,4,2011
79,2,0,2,0.7121,0.74,20,256,1,6,2011
30,2,0,1,0.4091,0.4,0,72,4,3,2012
55,1,0,1,0.4545,0.46,22,66,1,1,2012
65,1,0,4,0.2273,0.24,3,5,14,11,2012
94,3,0,2,0.5,0.52,13,196,24,3,2012
83,2,0,3,0.5758,0.62,7,38,22,7,2012
39,1,0,1,0.4848,0.5,19,369,23,2,2012
88,2,0,4,0.5,0.52,5,20,11,10,2011
88,1,0,4,0.4394,0.44,3,20,8,10,2011
49,1,0,2,0.6212,0.6,13,390,8,5,2011
76,1,0,1,0.4091,0.4,14,141,2,2,2012
61,2,0,4,0.3182,0.32,9,323,15,11,2012
0,3,0,1,0.3182,0.34,0,3,10,3,2011
55,2,0,3,0.2424,0.74,19,491,17,8,2012
61,3,0,3,0.6212,0.66,18,683,22,8,2012
82,1,0,2,0.4394,0.44,4,4,26,3,2012
42,1,0,2,0.4848,0.5,12,292,29,3,2012
53,2,0,2,0.6212,0.64,13,266,9,5,2012
93,1,0,4,0.3485,0.32,8,456,9,11,2011
28,1,0,2,0.4697,0.48,13,301,26,3,2012
83,1,0,3,0.6061,0.66,4,4,1,8,2011
56,1,0,1,0.3485,0.36,9,179,17,2,2011
100,3,0,1,0.3485,0.34,1,8,11,3,2011
36,1,0,1,0.4545,0.46,11,196,19,3,2011
22,1,0,1,0.5303,0.56,12,126,14,2,2011
32,1,0,2,0.2121,0.24,4,3,27,3,2012
62,1,0,3,0.6818,0.74,20,296,28,6,2011
44,1,0,1,0.2879,0.26,0,69,11,3,2012
87,1,0,4,0.3182,0.3,7,323,8,11,2011
56,1,0,4,0.2879,0.3,22,106,11,12,2012
94,1,0,2,0.5,0.52,6,18,22,5,2011
87,2,0,4,0.4091,0.4,2,78,9,12,2012
49,1,0,3,0.7424,0.8,17,369,17,7,2011
50,1,0,1,0.3485,0.36,10,132,2,3,2012
83,2,0,2,0.5758,0.62,11,84,28,4,2011
20,1,0,2,0.4848,0.5,21,234,7,4,2012
57,1,0,3,0.6515,0.7,13,291,20,8,2012
57,1,0,2,0.7121,0.76,14,227,19,6,2012
56,1,0,2,0.5152,0.54,2,59,4,6,2011
74,2,0,4,0.2121,0.18,9,220,12,12,2011
48,1,0,1,0.2576,0.26,4,5,22,12,2012
53,2,0,4,0.2879,0.32,16,273,7,11,2012
0,3,0,1,0.3939,0.38,7,37,10,3,2011
47,1,0,2,0.6212,0.66,10,249,8,6,2012
71,2,0,4,0.3333,0.34,12,240,7,12,2012
94,3,0,2,0.4242,0.42,11,31,16,4,2011
63,1,0,4,0.4545,0.46,0,64,24,9,2012
89,2,0,3,0.5909,0.66,6,15,2,9,2012
41,1,0,4,0.6212,0.62,12,680,30,9,2012
52,2,0,4,0.2727,0.3,5,39,5,11,2012
83,1,0,3,0.6364,0.68,22,162,3,9,2011
52,1,0,1,0.303,0.3,1,58,28,1,2012
77,1,0,4,0.4545,0.46,1,13,28,11,2011
49,1,0,1,0.1515,0.06,22,30,22,1,2011
53,1,0,1,0.3333,0.36,11,138,15,2,2012
82,1,0,2,0.4697,0.48,23,65,25,3,2012
41,1,0,4,0.2424,0.26,10,115,18,11,2011
30,1,0,1,0.1212,0.12,19,50,23,1,2011
46,1,0,2,0.6212,0.6,6,144,17,4,2012
77,2,0,2,0.4394,0.44,4,7,22,4,2012
81,1,0,1,0.3333,0.32,23,73,16,2,2012
88,3,0,4,0.4545,0.46,5,20,6,12,2011
56,1,0,1,0.2727,0.26,1,5,20,1,2011
55,1,0,4,0.4697,0.48,12,160,23,11,2011
88,3,0,2,0.5303,0.56,5,17,22,5,2012
73,1,0,2,0.6061,0.64,8,438,6,6,2011
55,2,0,2,0.5,0.52,0,38,11,5,2011
65,1,0,3,0.6212,0.66,1,14,13,8,2012
53,2,0,4,0.2879,0.32,14,161,7,11,2012
36,1,0,2,0.6212,0.66,12,642,19,5,2012
77,1,0,2,0.4848,0.5,10,237,20,4,2012
87,3,0,2,0.2727,0.3,7,18,21,3,2011
27,1,0,1,0.3485,0.36,14,212,20,2,2011
76,3,0,4,0.3333,0.34,20,50,20,12,2012
61,1,0,2,0.3333,0.34,3,11,13,4,2012
62,3,0,2,0.3182,0.36,14,114,23,4,2012
70,1,0,4,0.2273,0.24,7,78,17,11,2012
69,2,0,2,0.6212,0.66,17,508,21,5,2012
37,1,0,3,0.6667,0.76,15,302,21,8,2012
83,1,0,3,0.6061,0.66,2,10,18,7,2011
22,1,0,2,0.5152,0.54,12,259,10,4,2012
88,1,0,2,0.5455,0.6,3,4,26,5,2011
74,1,0,2,0.6212,0.66,19,355,24,5,2011
72,1,0,2,0.5,0.52,5,12,13,5,2012
39,1,0,2,0.6364,0.7,17,601,13,6,2011
49,3,0,3,0.7424,0.8,18,181,3,7,2011
47,1,0,3,0.6212,0.66,18,547,29,8,2011
56,1,0,4,0.6212,0.6,22,188,25,9,2012
49,1,0,4,0.3182,0.32,19,267,13,12,2011
61,1,0,1,0.303,0.32,20,50,23,12,2011
78,1,1,3,0.5909,0.64,3,26,4,7,2011
53,2,0,1,0.3182,0.34,21,49,20,3,2011
46,1,0,3,0.7576,0.82,17,479,28,7,2012
42,1,0,1,0.1364,0.1,8,199,9,2,2011
72,1,0,2,0.4545,0.46,11,463,31,3,2012
51,1,0,3,0.6515,0.7,22,114,26,6,2011
74,3,0,3,0.7121,0.74,15,355,2,9,2012
62,1,0,1,0.3485,0.36,7,10,13,3,2011
94,1,0,2,0.4848,0.5,3,4,16,5,2011
69,1,0,3,0.6364,0.68,23,70,24,8,2011
79,1,0,3,0.6667,0.7,7,47,15,7,2012
88,2,0,2,0.5,0.52,16,300,13,5,2011
61,1,0,2,0.3333,0.32,5,26,30,3,2012
75,1,0,3,0.7424,0.76,6,96,22,7,2011
44,2,0,4,0.2273,0.26,10,142,24,11,2012
56,2,1,1,0.303,0.32,8,63,21,2,2011
81,1,0,4,0.3333,0.3,20,150,9,12,2011
81,2,0,2,0.303,0.32,21,152,23,4,2012
56,2,0,4,0.2424,0.26,2,8,13,12,2012
52,1,0,3,0.2424,0.76,11,303,17,8,2012
53,2,0,2,0.6212,0.6,16,330,20,5,2011
87,2,0,4,0.3939,0.38,1,15,17,12,2012
78,1,0,3,0.5909,0.64,23,74,13,9,2011
88,2,0,4,0.4242,0.42,15,211,17,12,2012
88,2,0,2,0.4848,0.5,9,233,13,5,2011
78,1,0,3,0.5758,0.6,3,26,16,7,2011
38,1,0,4,0.4242,0.42,15,267,16,11,2012
52,1,0,1,0.3182,0.3,21,177,9,2,2012
36,1,0,1,0.4697,0.48,17,364,18,2,2012
64,2,0,1,0.1818,0.18,1,4,4,3,2011
54,1,0,2,0.4242,0.42,9,321,25,4,2012
52,1,0,2,0.5303,0.56,0,93,4,6,2011
80,1,0,1,0.2424,0.22,9,138,18,2,2012
87,3,0,2,0.2879,0.34,22,13,22,4,2012
62,2,0,2,0.6818,0.72,18,286,11,6,2011
40,1,0,1,0.1818,0.2,12,69,3,2,2011
94,3,0,1,0.4242,0.42,23,33,29,2,2012
51,2,0,3,0.4848,0.5,11,179,16,9,2011
48,1,0,1,0.2424,0.24,1,6,5,3,2012
52,1,0,4,0.5,0.52,15,162,3,11,2011
59,2,0,4,0.4848,0.5,8,173,28,10,2012
46,1,0,3,0.7576,0.82,9,174,30,7,2011
84,1,0,3,0.6667,0.7,2,9,5,9,2012
62,2,0,3,0.7121,0.76,18,643,18,7,2012
48,1,0,3,0.6818,0.76,18,872,9,7,2012
46,1,0,4,0.5303,0.56,11,570,23,9,2012
68,1,0,4,0.5303,0.56,22,175,29,9,2011
23,1,0,2,0.6061,0.62,14,334,11,5,2012
81,1,0,4,0.3333,0.34,1,15,3,11,2011
57,1,0,3,0.6515,0.7,19,443,1,9,2011
59,2,0,2,0.5,0.52,21,221,30,4,2012
45,1,0,3,0.6515,0.72,18,808,14,9,2012
42,2,0,1,0.3182,0.3,22,26,15,1,2011
65,1,0,3,0.6212,0.66,3,12,25,7,2012
69,2,0,1,0.2273,0.2,3,12,13,2,2011
49,1,0,2,0.5152,0.54,9,218,7,5,2011
41,1,0,1,0.2273,0.24,4,6,26,2,2012
75,1,0,4,0.303,0.26,4,4,14,12,2011
88,3,0,1,0.4848,0.5,8,220,27,1,2012
56,1,0,4,0.303,0.32,18,497,6,11,2012
75,1,1,4,0.2576,0.24,2,18,22,11,2012
39,1,0,2,0.6212,0.66,12,684,3,6,2012
56,2,0,2,0.3333,0.32,23,35,29,3,2011
88,3,0,4,0.4394,0.44,21,75,16,11,2011
44,1,0,2,0.4242,0.42,10,211,17,4,2011
76,1,0,4,0.3939,0.38,5,46,22,10,2012
42,1,0,1,0.303,0.3,21,162,30,1,2012
73,1,0,3,0.5909,0.6,0,172,22,9,2012
56,1,0,1,0.3333,0.32,11,286,18,2,2012
77,2,0,2,0.4242,0.42,3,4,19,4,2012
83,1,0,3,0.5152,0.54,5,41,14,9,2012
28,1,0,1,0.2879,0.32,20,47,19,2,2011
48,1,0,1,0.4697,0.48,11,182,23,2,2012
62,2,0,2,0.6818,0.72,23,150,18,6,2011
41,1,0,1,0.2121,0.24,9,148,10,3,2012
35,1,0,1,0.4091,0.4,19,61,13,2,2011
88,2,0,3,0.5152,0.54,6,72,6,9,2011
88,1,0,4,0.4394,0.44,6,21,9,10,2011
34,1,0,3,0.9242,0.98,17,539,29,6,2012
65,1,0,4,0.6061,0.64,10,127,29,9,2011
94,1,0,2,0.5909,0.66,22,207,12,6,2012
83,1,0,3,0.6364,0.68,4,4,20,7,2011
62,3,0,4,0.3485,0.36,10,146,1,11,2012
88,2,0,4,0.5,0.52,21,271,25,10,2012
74,2,0,3,0.6667,0.7,21,211,4,8,2011
78,1,0,4,0.5909,0.64,13,460,24,9,2011
80,3,0,1,0.2121,0.22,3,1,21,1,2011
42,1,0,3,0.8485,0.9,15,148,12,7,2011
83,1,0,2,0.5758,0.64,1,82,26,5,2012
100,3,0,4,0.4394,0.44,12,33,7,12,2011
100,3,0,2,0.3636,0.34,4,5,23,4,2011
81,1,0,4,0.3333,0.32,8,621,31,10,2012
80,1,0,4,0.2576,0.22,5,23,2,12,2011
30,1,0,3,0.6515,0.72,20,475,25,6,2012
94,3,0,4,0.5455,0.62,16,56,23,9,2011
74,1,0,2,0.6212,0.66,1,24,11,6,2012
46,2,0,4,0.3333,0.36,11,340,3,11,2012
71,1,1,4,0.3485,0.36,22,22,24,11,2011
53,1,0,4,0.303,0.32,20,257,11,12,2012
79,1,0,4,0.6364,0.68,11,159,26,9,2011
37,1,0,1,0.1364,0.18,12,83,9,1,2011
44,1,0,2,0.4242,0.42,5,19,27,4,2012
61,1,0,2,0.6061,0.62,10,323,21,5,2011
72,1,0,4,0.4545,0.46,0,45,1,10,2012
69,1,0,2,0.5909,0.6,19,349,17,5,2011
28,1,0,3,0.8182,0.92,14,123,1,8,2011
63,2,0,4,0.5,0.52,15,254,9,10,2012
82,3,0,2,0.4848,0.5,21,102,21,4,2012
83,1,0,2,0.5455,0.58,8,650,16,5,2012
86,2,0,1,0.2121,0.2,9,225,11,1,2012
30,1,0,2,0.6515,0.74,18,441,20,4,2011
93,2,0,1,0.2273,0.16,9,116,1,2,2011
65,1,0,3,0.6061,0.64,8,564,15,7,2011
77,1,0,3,0.4848,0.5,6,165,21,9,2012
30,1,0,1,0.2424,0.28,16,233,13,1,2012
31,1,0,2,0.6212,0.6,17,732,10,5,2012
71,1,0,4,0.4242,0.42,18,185,6,11,2011
66,1,0,2,0.3939,0.38,2,56,14,4,2012
56,2,0,1,0.2273,0.26,1,28,30,12,2012
62,1,0,4,0.4091,0.4,8,402,21,10,2011
88,2,0,1,0.5152,0.54,9,325,20,3,2012
39,1,0,2,0.4848,0.5,23,51,8,4,2012
93,3,0,1,0.3485,0.36,6,89,12,1,2012
48,1,0,3,0.6818,0.76,13,290,30,8,2012
73,1,0,3,0.5303,0.56,2,6,31,8,2011
28,1,0,2,0.5,0.52,15,235,21,4,2011
43,1,0,1,0.3485,0.36,19,150,14,3,2011
56,1,1,1,0.2424,0.26,19,144,16,1,2012
42,2,0,1,0.5,0.52,13,111,17,3,2011
36,1,0,1,0.2727,0.3,14,160,30,12,2012
93,2,0,1,0.2727,0.26,2,2,8,2,2011
74,1,0,3,0.6212,0.66,4,4,11,7,2011
83,3,0,3,0.5758,0.64,18,408,21,9,2011
55,2,0,3,0.4848,0.5,20,225,16,9,2011
46,1,1,3,0.7273,0.8,18,418,4,7,2011
57,1,0,2,0.6515,0.7,14,385,5,6,2011
78,2,0,2,0.5758,0.6,11,189,22,5,2012
44,1,0,1,0.2121,0.26,1,35,22,12,2012
33,1,0,3,0.7121,0.82,16,480,28,8,2012
65,2,0,1,0.303,0.26,10,103,24,12,2012
49,1,0,2,0.3182,0.34,4,5,6,4,2012
56,1,0,3,0.6212,0.64,4,5,11,8,2011
24,1,0,1,0.5152,0.54,17,529,27,2,2012
89,1,0,3,0.5758,0.64,14,377,26,8,2012
28,1,0,2,0.4545,0.46,21,238,2,4,2012
82,1,0,2,0.4091,0.4,5,30,19,4,2012
94,2,0,1,0.4242,0.42,6,30,17,3,2012
79,3,0,3,0.6364,0.68,10,160,18,9,2012
78,2,0,2,0.5758,0.6,8,673,19,6,2012
44,1,0,1,0.4242,0.42,9,76,19,3,2011
94,2,0,2,0.5303,0.56,5,17,27,4,2011
93,3,0,1,0.2424,0.22,9,90,11,2,2012
38,1,0,2,0.4242,0.42,17,273,5,4,2011
70,2,0,1,0.2879,0.3,13,302,4,2,2012
64,1,0,2,0.5303,0.56,6,80,9,6,2012
44,1,0,2,0.4394,0.44,12,281,2,4,2012
46,1,1,1,0.2879,0.34,11,91,26,12,2011
79,2,0,3,0.6667,0.7,3,8,12,7,2011
65,1,0,4,0.2576,0.26,3,21,17,11,2012
36,1,0,1,0.2727,0.28,14,70,6,1,2011
88,2,0,2,0.4848,0.5,6,116,23,3,2012
62,1,0,2,0.4091,0.4,20,191,4,5,2011
53,1,0,3,0.803,0.84,18,794,16,7,2012
51,1,0,3,0.6667,0.74,17,878,21,8,2012
88,1,0,2,0.5303,0.56,4,4,28,5,2011
83,1,0,3,0.6364,0.68,22,184,13,7,2011
65,1,0,1,0.2273,0.26,8,208,27,12,2012
76,1,0,1,0.3939,0.38,22,133,12,1,2012
53,1,0,4,0.3182,0.32,18,567,14,11,2012
79,2,0,3,0.6364,0.68,15,181,22,9,2011
100,2,0,3,0.5152,0.54,4,7,21,9,2011
83,1,0,3,0.6061,0.66,20,250,8,7,2011
76,2,0,4,0.3939,0.38,22,65,26,11,2011
54,1,0,1,0.4242,0.42,0,10,28,2,2012
67,1,0,2,0.4242,0.42,9,319,10,4,2012
78,1,0,3,0.5909,0.64,6,158,25,6,2012
50,1,0,4,0.3333,0.36,10,197,9,11,2012
56,1,0,2,0.6364,0.68,16,370,3,5,2012
82,1,0,4,0.4242,0.42,7,51,14,10,2012
88,2,0,2,0.4697,0.48,1,11,10,5,2012
88,2,0,3,0.5455,0.6,5,25,21,6,2011
88,3,0,3,0.5455,0.6,2,60,21,7,2012
74,2,0,3,0.6212,0.66,17,403,25,8,2012
88,2,0,3,0.5455,0.6,1,130,22,7,2012
52,1,0,3,0.7727,0.82,16,457,23,7,2012
100,2,0,1,0.4242,0.42,10,31,6,3,2011
62,2,0,1,0.3485,0.36,17,217,15,3,2011
83,1,0,4,0.5,0.52,0,22,29,11,2011
28,1,0,4,0.3333,0.36,11,171,8,11,2012
83,3,0,3,0.5152,0.54,10,106,6,9,2011
48,1,0,3,0.5,0.52,5,39,26,6,2012
81,2,0,4,0.3333,0.32,12,446,1,12,2012
70,1,0,1,0.3333,0.32,5,30,22,2,2012
41,2,0,1,0.2576,0.28,4,3,19,2,2012
50,1,0,1,0.3333,0.36,12,191,6,1,2012
49,2,0,4,0.6212,0.6,15,300,4,12,2012
88,3,0,2,0.5455,0.58,0,40,21,5,2012
60,1,0,2,0.6061,0.6,17,604,28,3,2012
93,3,0,1,0.2424,0.22,10,166,11,2,2012
53,2,0,1,0.6212,0.6,23,86,18,3,2011
70,1,0,3,0.6818,0.72,3,43,28,7,2012
54,2,0,2,0.4242,0.42,4,7,30,4,2011
45,1,0,2,0.4848,0.5,1,31,29,4,2011
72,2,0,4,0.4848,0.5,16,424,9,10,2012
47,1,0,3,0.6212,0.64,11,559,16,9,2012
70,1,0,3,0.6515,0.7,0,69,10,7,2012
61,1,0,4,0.6061,0.62,17,438,9,10,2011
56,2,0,2,0.3485,0.32,0,11,30,3,2011
59,1,0,4,0.4545,0.46,22,143,14,10,2011
59,1,0,2,0.5,0.52,2,89,3,6,2012
52,1,0,4,0.5,0.52,10,423,20,10,2012
74,1,0,3,0.697,0.72,23,95,4,9,2012
54,1,0,1,0.1212,0.1,1,5,14,1,2011
56,1,0,4,0.2424,0.26,5,24,1,12,2011
62,1,0,2,0.4242,0.42,3,7,18,4,2011
64,1,0,1,0.2273,0.22,22,53,25,1,2011
77,1,0,4,0.4394,0.44,8,132,14,10,2012
93,3,0,1,0.2273,0.16,19,51,11,1,2011
32,1,0,2,0.6515,0.72,17,857,13,6,2012
37,1,0,1,0.5152,0.54,18,522,23,2,2012
50,1,0,1,0.3333,0.36,19,251,27,1,2012
71,1,1,4,0.4242,0.42,0,49,12,11,2012
70,1,0,1,0.303,0.32,13,79,25,12,2011
88,1,0,3,0.5606,0.62,6,105,26,8,2011
83,1,0,3,0.5303,0.56,6,41,22,9,2012
48,1,0,4,0.2424,0.26,0,44,6,12,2012
30,1,0,1,0.2576,0.24,4,5,29,1,2012
94,2,0,3,0.5909,0.66,12,102,8,9,2011
46,1,0,1,0.3182,0.36,20,70,14,2,2011
87,1,0,4,0.2879,0.28,4,10,21,11,2012
71,2,0,2,0.303,0.34,2,6,21,3,2011
74,2,0,1,0.1667,0.16,5,5,8,1,2011
89,2,0,3,0.5909,0.66,1,117,8,9,2012
69,1,0,1,0.2121,0.22,3,4,2,3,2011
100,2,0,4,0.3485,0.36,6,114,10,11,2011
88,2,0,3,0.5455,0.6,4,9,21,6,2011
81,2,0,2,0.303,0.34,9,127,21,3,2011
93,2,0,4,0.3485,0.36,22,70,1,10,2011
65,1,0,2,0.2424,0.24,4,1,6,4,2011
87,3,0,4,0.3333,0.36,14,64,10,11,2011
75,1,0,4,0.3182,0.28,3,41,4,12,2011
72,1,0,1,0.4394,0.44,11,113,18,2,2011
41,2,0,3,0.7879,0.86,20,321,5,7,2012
33,1,0,4,0.2879,0.32,14,207,24,11,2012
77,3,0,1,0.4697,0.48,2,11,9,3,2012
76,1,1,3,0.6818,0.72,20,261,3,9,2012
74,1,0,2,0.6667,0.7,18,256,12,6,2011
28,1,0,3,0.7576,0.88,18,299,30,7,2011
87,2,0,1,0.3182,0.34,16,118,11,1,2012
52,2,0,3,0.7424,0.8,12,314,23,7,2012
83,2,0,4,0.5,0.52,14,92,27,10,2011
94,2,0,3,0.5152,0.54,4,4,6,9,2011
54,1,0,3,0.6667,0.72,18,531,1,9,2011
79,1,0,3,0.697,0.72,18,463,13,7,2011
94,2,0,3,0.5152,0.6,5,30,22,9,2011
53,1,0,4,0.3333,0.34,10,198,16,11,2012
40,1,0,4,0.3485,0.36,12,236,29,11,2012
69,2,0,3,0.6364,0.68,9,288,25,8,2012
66,1,0,4,0.3485,0.36,18,276,18,11,2012
88,3,0,4,0.5303,0.56,4,12,28,9,2012
69,1,0,3,0.6212,0.66,3,6,18,8,2011
43,2,0,2,0.7273,0.8,13,196,7,6,2011
83,1,0,3,0.6364,0.68,5,35,6,7,2011
51,1,0,2,0.4848,0.5,20,169,14,4,2011
93,3,0,1,0.303,0.34,9,114,25,2,2011
54,1,0,1,0.1515,0.12,7,96,23,2,2011
47,2,0,1,0.1364,0.16,1,42,15,1,2012
